name,rarity,blueprintClass,critRatePercent,critDamagePercent,weakspotDamagePercent,itemId,href,imageSrc,imageAlt,effectText,effectLinesJson,detailTiersJson,rawText
DB12 - Raining Cash,Legendary,Juggernaut,8,28,20,13222301,https://wikily.gg/once-human/weapon-blueprints/13222301/,https://img.wikily.gg/unsafe/w:992/aHR0cHM6Ly9yMi53aWtpbHkuZ2cvaW1hZ2VzL29uY2UtaHVtYW4vaWNvbnMvaWNvbl92NF9ibHVlcHJpbnRfc2dfZHAxMl9zcl8wMy53ZWJw,DB12 - Raining Cash,"The first hit after reloading or switching weapons triggers Fortress Warfare. Cooldown: 10
Each bolt-pulling action instantly loads 1 bullets on next reload, with a maximum single reload of 10 bullets (removed after weapon switch).
For every 1 bullets consecutively loaded, final damage +8%, stackable up to 10 layers (weapon switch counts as empty reload).
In Fortress Warfare state, Crit Rate +30%, DMG Reduction +30%","[""The first hit after reloading or switching weapons triggers Fortress Warfare. Cooldown: 10"",""Each bolt-pulling action instantly loads 1 bullets on next reload, with a maximum single reload of 10 bullets (removed after weapon switch)."",""For every 1 bullets consecutively loaded, final damage +8%, stackable up to 10 layers (weapon switch counts as empty reload)."",""In Fortress Warfare state, Crit Rate +30%, DMG Reduction +30%""]","[{""critDamagePercent"":28,""critRatePercent"":8,""tier"":1,""weakspotDamagePercent"":20},{""critDamagePercent"":28,""critRatePercent"":8,""tier"":2,""weakspotDamagePercent"":20},{""critDamagePercent"":28,""critRatePercent"":8,""tier"":3,""weakspotDamagePercent"":20},{""critDamagePercent"":28,""critRatePercent"":8,""tier"":4,""weakspotDamagePercent"":20},{""critDamagePercent"":28,""critRatePercent"":8,""tier"":5,""weakspotDamagePercent"":20}]","DB12 - Raining Cash
Legendary
|
Juggernaut
Crit Rate +8.0%
Crit DMG +28.0%
Weakspot DMG +20.0%"
DBSG - Doombringer,Legendary,Huntsman,10,30,25,13213401,https://wikily.gg/once-human/weapon-blueprints/13213401/,https://img.wikily.gg/unsafe/w:992/aHR0cHM6Ly9yMi53aWtpbHkuZ2cvaW1hZ2VzL29uY2UtaHVtYW4vaWNvbnMvaWNvbl92NF9ibHVlcHJpbnRfc2dfcm0xODg5X3Nzcl8wMi53ZWJw,DBSG - Doombringer,"When the weapon hits, there is a 30% chance to apply The Bull's Eye to the target. Within 8 meters, this chance increases to 80%
. When all bullets hit a non-Metas unit under theThe Bull's Eye status, Attack ++12%, Reload Efficiency+8% for 15 seconds, stackable up to 3
. After applyingThe Bull's Eye to the target, DMG Reduction +5% for 8, stackable up to4 layers.
For targets under The Bull's Eye, Crit Rate +30%.","[""When the weapon hits, there is a 30% chance to apply The Bull's Eye to the target. Within 8 meters, this chance increases to 80%"","". When all bullets hit a non-Metas unit under theThe Bull's Eye status, Attack ++12%, Reload Efficiency+8% for 15 seconds, stackable up to 3"","". After applyingThe Bull's Eye to the target, DMG Reduction +5% for 8, stackable up to4 layers."",""For targets under The Bull's Eye, Crit Rate +30%.""]","[{""critDamagePercent"":30,""critRatePercent"":10,""tier"":1,""weakspotDamagePercent"":25},{""critDamagePercent"":30,""critRatePercent"":10,""tier"":2,""weakspotDamagePercent"":25},{""critDamagePercent"":30,""critRatePercent"":10,""tier"":3,""weakspotDamagePercent"":25},{""critDamagePercent"":30,""critRatePercent"":10,""tier"":4,""weakspotDamagePercent"":25},{""critDamagePercent"":30,""critRatePercent"":10,""tier"":5,""weakspotDamagePercent"":25}]","DBSG - Doombringer
Legendary
|
Huntsman
Crit Rate +10.0%
Crit DMG +30.0%
Weakspot DMG +25.0%"
DE.50 - Jaws,Legendary,Beyonder,6,25,60,13112301,https://wikily.gg/once-human/weapon-blueprints/13112301/,https://img.wikily.gg/unsafe/w:992/aHR0cHM6Ly9yMi53aWtpbHkuZ2cvaW1hZ2VzL29uY2UtaHVtYW4vaWNvbnMvaWNvbl92NF9ibHVlcHJpbnRfcHRfZGVzZXJ0ZWFnbGVfc3JfMDIud2VicA,DE.50 - Jaws,"Every 3 weapon hits trigger Unstable Bomber.
When a weapon shot crits, it counts as 2 hits.
When a weapon shot crits, there is a 30% chance to trigger Unstable Bomber.
Unlocks the crit capability for Unstable Bomber, increasing its Crit Rate by +35% (stacks with character's Crit Rate).","[""Every 3 weapon hits trigger Unstable Bomber."",""When a weapon shot crits, it counts as 2 hits."",""When a weapon shot crits, there is a 30% chance to trigger Unstable Bomber."",""Unlocks the crit capability for Unstable Bomber, increasing its Crit Rate by +35% (stacks with character's Crit Rate).""]","[{""critDamagePercent"":25,""critRatePercent"":6,""tier"":1,""weakspotDamagePercent"":60},{""critDamagePercent"":25,""critRatePercent"":6,""tier"":2,""weakspotDamagePercent"":60},{""critDamagePercent"":25,""critRatePercent"":6,""tier"":3,""weakspotDamagePercent"":60},{""critDamagePercent"":25,""critRatePercent"":6,""tier"":4,""weakspotDamagePercent"":60},{""critDamagePercent"":25,""critRatePercent"":6,""tier"":5,""weakspotDamagePercent"":60}]","DE.50 - Jaws
Legendary
|
Beyonder
Crit Rate +6.0%
Crit DMG +25.0%
Weakspot DMG +60.0%"
G17 - Hazardous Object,Legendary,Wanderer,8,28,55,13133401,https://wikily.gg/once-human/weapon-blueprints/13133401/,https://img.wikily.gg/unsafe/w:992/aHR0cHM6Ly9yMi53aWtpbHkuZ2cvaW1hZ2VzL29uY2UtaHVtYW4vaWNvbnMvaWNvbl92NF9lcXVpcF9ibHVlcHJpbnRfcHRfZ2xvY2tfc3NyXzAyLndlYnA,G17 - Hazardous Object,"Hitting enemies grants a 20% chance to trigger Unstable Bomber
Reload action is replaced by throwing your weapon, consuming all ammo to deal Unstable Bomber DMG in a 3 radius (50% + consumed ammo × 18% Psi Intensity, capping at 480%, dealing 28% against Meta-Humans).
Throwing the weapon grants 75% chance to recover 75% consumed ammo, 25% to recover 25%% of consumed ammo.
Unstable Bomber DMG and Range +10%10 each time Unstable Bomber deals damage, stacking up to 5.","[""Hitting enemies grants a 20% chance to trigger Unstable Bomber"",""Reload action is replaced by throwing your weapon, consuming all ammo to deal Unstable Bomber DMG in a 3 radius (50% + consumed ammo × 18% Psi Intensity, capping at 480%, dealing 28% against Meta-Humans)."",""Throwing the weapon grants 75% chance to recover 75% consumed ammo, 25% to recover 25%% of consumed ammo."",""Unstable Bomber DMG and Range +10%10 each time Unstable Bomber deals damage, stacking up to 5.""]","[{""critDamagePercent"":28,""critRatePercent"":8,""tier"":1,""weakspotDamagePercent"":55},{""critDamagePercent"":28,""critRatePercent"":8,""tier"":2,""weakspotDamagePercent"":55},{""critDamagePercent"":28,""critRatePercent"":8,""tier"":3,""weakspotDamagePercent"":55},{""critDamagePercent"":28,""critRatePercent"":8,""tier"":4,""weakspotDamagePercent"":55},{""critDamagePercent"":28,""critRatePercent"":8,""tier"":5,""weakspotDamagePercent"":55}]","G17 - Hazardous Object
Legendary
|
Wanderer
Crit Rate +8.0%
Crit DMG +28.0%
Weakspot DMG +55.0%"
HAMR - Brahminy,Legendary,Operator,2,30,80,13532401,https://wikily.gg/once-human/weapon-blueprints/13532401/,https://img.wikily.gg/unsafe/w:992/aHR0cHM6Ly9yMi53aWtpbHkuZ2cvaW1hZ2VzL29uY2UtaHVtYW4vaWNvbnMvaWNvbl92NF9ibHVlcHJpbnRfc3JfbTgyX3NyXzAyLndlYnA,HAMR - Brahminy,"When the weapon hits a target, there is a 75% chance to trigger Bounce (dealing 35% Bounce DMG to Metas).
▪ Bounce count +2.
▪ Unlocks the hitting scene to trigger Bounce ability, with DMG reduced by 30% (reduced by 95% if the target is a Meta).
▪ Bounce weakspot weight +100%","[""When the weapon hits a target, there is a 75% chance to trigger Bounce (dealing 35% Bounce DMG to Metas)."",""▪ Bounce count +2."",""▪ Unlocks the hitting scene to trigger Bounce ability, with DMG reduced by 30% (reduced by 95% if the target is a Meta)."",""▪ Bounce weakspot weight +100%""]","[{""critDamagePercent"":30,""critRatePercent"":2,""tier"":1,""weakspotDamagePercent"":80},{""critDamagePercent"":30,""critRatePercent"":2,""tier"":2,""weakspotDamagePercent"":80},{""critDamagePercent"":30,""critRatePercent"":2,""tier"":3,""weakspotDamagePercent"":80},{""critDamagePercent"":30,""critRatePercent"":2,""tier"":4,""weakspotDamagePercent"":80},{""critDamagePercent"":30,""critRatePercent"":2,""tier"":5,""weakspotDamagePercent"":80}]","HAMR - Brahminy
Legendary
|
Operator
Crit Rate +2.0%
Crit DMG +30.0%
Weakspot DMG +80.0%"
KAM - Abyss Glance,Legendary,Stranger,6,30,55,13422301,https://wikily.gg/once-human/weapon-blueprints/13422301/,https://img.wikily.gg/unsafe/w:992/aHR0cHM6Ly9yMi53aWtpbHkuZ2cvaW1hZ2VzL29uY2UtaHVtYW4vaWNvbnMvaWNvbl92NF9ibHVlcHJpbnRfYXJfYWs0N19zcl8wMi53ZWJw,KAM - Abyss Glance,"When a weapon hits, trigger Frost Vortex with a cooldown of 7 seconds (Vortex triggered on Metas deals 30% damage)
When a weapon hits, Frost Vortex cooldown reduction 0.5 seconds
Hitting non-Metas units within Frost Vortex increases the final damage of Frost Vortex created by yourself by +5%, up to 10 stacks
Frost Elemental DMG +30%, Frost Vortex damage frequency +100%","[""When a weapon hits, trigger Frost Vortex with a cooldown of 7 seconds (Vortex triggered on Metas deals 30% damage)"",""When a weapon hits, Frost Vortex cooldown reduction 0.5 seconds"",""Hitting non-Metas units within Frost Vortex increases the final damage of Frost Vortex created by yourself by +5%, up to 10 stacks"",""Frost Elemental DMG +30%, Frost Vortex damage frequency +100%""]","[{""critDamagePercent"":30,""critRatePercent"":6,""tier"":1,""weakspotDamagePercent"":55},{""critDamagePercent"":30,""critRatePercent"":6,""tier"":2,""weakspotDamagePercent"":55},{""critDamagePercent"":30,""critRatePercent"":6,""tier"":3,""weakspotDamagePercent"":55},{""critDamagePercent"":30,""critRatePercent"":6,""tier"":4,""weakspotDamagePercent"":55},{""critDamagePercent"":30,""critRatePercent"":6,""tier"":5,""weakspotDamagePercent"":55}]","KAM - Abyss Glance
Legendary
|
Stranger
Crit Rate +6.0%
Crit DMG +30.0%
Weakspot DMG +55.0%"
KV-SBR - Little Jaws,Legendary,Beyonder,10,30,45,13311301,https://wikily.gg/once-human/weapon-blueprints/13311301/,https://img.wikily.gg/unsafe/w:992/aHR0cHM6Ly9yMi53aWtpbHkuZ2cvaW1hZ2VzL29uY2UtaHVtYW4vaWNvbnMvaWNvbl92NF9ibHVlcHJpbnRfc21nX3ZlY3Rvcl9zcl8wMS53ZWJw,KV-SBR - Little Jaws,"When the weapon hits, it triggers Unstable Bomber, with a 0.9 cooldown (deals 40% damage against Meta-Humans).
Unstable Bomber delay +0.2.
Each time an enemy affected by Unstable Bomber is hit, the current Unstable Bomber Final DMG +20%.
For every +0.1 of Unstable Bomber delay, Unstable Bomber DMG +15%.","[""When the weapon hits, it triggers Unstable Bomber, with a 0.9 cooldown (deals 40% damage against Meta-Humans)."",""Unstable Bomber delay +0.2."",""Each time an enemy affected by Unstable Bomber is hit, the current Unstable Bomber Final DMG +20%."",""For every +0.1 of Unstable Bomber delay, Unstable Bomber DMG +15%.""]","[{""critDamagePercent"":30,""critRatePercent"":10,""tier"":1,""weakspotDamagePercent"":45},{""critDamagePercent"":30,""critRatePercent"":10,""tier"":2,""weakspotDamagePercent"":45},{""critDamagePercent"":30,""critRatePercent"":10,""tier"":3,""weakspotDamagePercent"":45},{""critDamagePercent"":30,""critRatePercent"":10,""tier"":4,""weakspotDamagePercent"":45},{""critDamagePercent"":30,""critRatePercent"":10,""tier"":5,""weakspotDamagePercent"":45}]","KV-SBR - Little Jaws
Legendary
|
Beyonder
Crit Rate +10.0%
Crit DMG +30.0%
Weakspot DMG +45.0%"
KVD - Boom! Boom!,Legendary,Juggernaut,10,30,40,13631301,https://wikily.gg/once-human/weapon-blueprints/13631301/,https://img.wikily.gg/unsafe/w:992/aHR0cHM6Ly9yMi53aWtpbHkuZ2cvaW1hZ2VzL29uY2UtaHVtYW4vaWNvbnMvaWNvbl92NF9ibHVlcHJpbnRfbG1nX3JwZF9zcl8wMS53ZWJw,KVD - Boom! Boom!,"When the weapon hits a target, there is a 18% chance to apply Burn to the target.
When hitting a target, it triggers an explosion, dealing  300% Intensity Blaze DMG to enemies within a 5 radius of the target, with a cooldown of 2 seconds (deals 40% DMG to Meta-Humans).
This explosion will apply 1 stack(s) of Burn to non-Meta-Human units.
Blaze Elemental DMG +30%.","[""When the weapon hits a target, there is a 18% chance to apply Burn to the target."",""When hitting a target, it triggers an explosion, dealing  300% Intensity Blaze DMG to enemies within a 5 radius of the target, with a cooldown of 2 seconds (deals 40% DMG to Meta-Humans)."",""This explosion will apply 1 stack(s) of Burn to non-Meta-Human units."",""Blaze Elemental DMG +30%.""]","[{""critDamagePercent"":30,""critRatePercent"":10,""tier"":1,""weakspotDamagePercent"":40},{""critDamagePercent"":30,""critRatePercent"":10,""tier"":2,""weakspotDamagePercent"":40},{""critDamagePercent"":30,""critRatePercent"":10,""tier"":3,""weakspotDamagePercent"":40},{""critDamagePercent"":30,""critRatePercent"":10,""tier"":4,""weakspotDamagePercent"":40},{""critDamagePercent"":30,""critRatePercent"":10,""tier"":5,""weakspotDamagePercent"":40}]","KVD - Boom! Boom!
Legendary
|
Juggernaut
Crit Rate +10.0%
Crit DMG +30.0%
Weakspot DMG +40.0%"
Kukri,Legendary,Wanderer,5,25,20,13910401,https://wikily.gg/once-human/weapon-blueprints/13910401/,https://img.wikily.gg/unsafe/w:992/aHR0cHM6Ly9yMi53aWtpbHkuZ2cvaW1hZ2VzL29uY2UtaHVtYW4vaWNvbnMvaWNvbl9ibHVlcHJpbnRfc3Jfa2h1a3VyaV8wMS53ZWJw,Kukri,"▪ Defeating a target grants all weapons Attack +30% and Crit Rate +15% for 10s.
▪ When defeating an enemy with a heavy strike, Psi Intensity +20% and restores HP by 200% of Psi Intensity.","[""▪ Defeating a target grants all weapons Attack +30% and Crit Rate +15% for 10s."",""▪ When defeating an enemy with a heavy strike, Psi Intensity +20% and restores HP by 200% of Psi Intensity.""]","[{""critDamagePercent"":25,""critRatePercent"":5,""tier"":1,""weakspotDamagePercent"":20},{""critDamagePercent"":25,""critRatePercent"":5,""tier"":2,""weakspotDamagePercent"":20},{""critDamagePercent"":25,""critRatePercent"":5,""tier"":3,""weakspotDamagePercent"":20},{""critDamagePercent"":25,""critRatePercent"":5,""tier"":4,""weakspotDamagePercent"":20},{""critDamagePercent"":25,""critRatePercent"":5,""tier"":5,""weakspotDamagePercent"":20}]","Kukri
Legendary
|
Wanderer
Crit Rate +5.0%
Crit DMG +25.0%
Weakspot DMG +20.0%"
M416 - Silent Anabasis,Legendary,Wanderer,6,27,60,13442301,https://wikily.gg/once-human/weapon-blueprints/13442301/,https://img.wikily.gg/unsafe/w:992/aHR0cHM6Ly9yMi53aWtpbHkuZ2cvaW1hZ2VzL29uY2UtaHVtYW4vaWNvbnMvaWNvbl92NF9ibHVlcHJpbnRfaGs0MTZfc3NyXzAyLndlYnA,M416 - Silent Anabasis,"When the weapon hits, there is a 12% chance to trigger  Frost Vortex
. When the weapon hits, it generates Ice Crystals with a cooldown of 1.5 seconds. The Ice Crystals last for 15 seconds (Ice Crystals deal 40% damage to Metas). Upon expiration, the Ice Crystals explode, dealing 100% Psi Intensity as Frost Vortex damage to nearby objectives.
Hitting an Ice Crystal with a weapon causes it to detonate prematurely, increasing the damage multiplier from 100% to 350%.
Frost Elemental DMG +30%. For each Ice Crystal shattered, Frost Elemental DMG gains an additional +8%, lasting 15 seconds, stacking up to 3 stacks.","[""When the weapon hits, there is a 12% chance to trigger  Frost Vortex"","". When the weapon hits, it generates Ice Crystals with a cooldown of 1.5 seconds. The Ice Crystals last for 15 seconds (Ice Crystals deal 40% damage to Metas). Upon expiration, the Ice Crystals explode, dealing 100% Psi Intensity as Frost Vortex damage to nearby objectives."",""Hitting an Ice Crystal with a weapon causes it to detonate prematurely, increasing the damage multiplier from 100% to 350%."",""Frost Elemental DMG +30%. For each Ice Crystal shattered, Frost Elemental DMG gains an additional +8%, lasting 15 seconds, stacking up to 3 stacks.""]","[{""critDamagePercent"":27,""critRatePercent"":6,""tier"":1,""weakspotDamagePercent"":60},{""critDamagePercent"":27,""critRatePercent"":6,""tier"":2,""weakspotDamagePercent"":60},{""critDamagePercent"":27,""critRatePercent"":6,""tier"":3,""weakspotDamagePercent"":60},{""critDamagePercent"":27,""critRatePercent"":6,""tier"":4,""weakspotDamagePercent"":60},{""critDamagePercent"":27,""critRatePercent"":6,""tier"":5,""weakspotDamagePercent"":60}]","M416 - Silent Anabasis
Legendary
|
Wanderer
Crit Rate +6.0%
Crit DMG +27.0%
Weakspot DMG +60.0%"
MG4 - Conflicting Memories,Legendary,Beyonder,8,30,35,13624301,https://wikily.gg/once-human/weapon-blueprints/13624301/,https://img.wikily.gg/unsafe/w:992/aHR0cHM6Ly9yMi53aWtpbHkuZ2cvaW1hZ2VzL29uY2UtaHVtYW4vaWNvbnMvaWNvbl92NF9ibHVlcHJpbnRfbWc0X3Nzcl8wMS53ZWJw,MG4 - Conflicting Memories,"Trigger Shrapnel after hitting the target 12 time(s) (deals 60% Shrapnel DMG to Metas)
. For every 25 rounds in the magazine, Shrapnel triggers on 1 additional body part(s), up to 6
. If magazine capacity exceeds 90 rounds, for every additional 15 rounds, Shrapnel DMG multiplier +10%
. Magazine capacity +40","[""Trigger Shrapnel after hitting the target 12 time(s) (deals 60% Shrapnel DMG to Metas)"","". For every 25 rounds in the magazine, Shrapnel triggers on 1 additional body part(s), up to 6"","". If magazine capacity exceeds 90 rounds, for every additional 15 rounds, Shrapnel DMG multiplier +10%"","". Magazine capacity +40""]","[{""critDamagePercent"":30,""critRatePercent"":8,""tier"":1,""weakspotDamagePercent"":35},{""critDamagePercent"":30,""critRatePercent"":8,""tier"":2,""weakspotDamagePercent"":35},{""critDamagePercent"":30,""critRatePercent"":8,""tier"":3,""weakspotDamagePercent"":35},{""critDamagePercent"":30,""critRatePercent"":8,""tier"":4,""weakspotDamagePercent"":35},{""critDamagePercent"":30,""critRatePercent"":8,""tier"":5,""weakspotDamagePercent"":35}]","MG4 - Conflicting Memories
Legendary
|
Beyonder
Crit Rate +8.0%
Crit DMG +30.0%
Weakspot DMG +35.0%"
MG4 - Predator,Legendary,Operator,8,30,35,13622301,https://wikily.gg/once-human/weapon-blueprints/13622301/,https://img.wikily.gg/unsafe/w:992/aHR0cHM6Ly9yMi53aWtpbHkuZ2cvaW1hZ2VzL29uY2UtaHVtYW4vaWNvbnMvaWNvbl92NF9ibHVlcHJpbnRfbG1nX21nNF9zcl8wMi53ZWJw,MG4 - Predator,"When the weapon hits, there is a 40% chance to trigger Fast Gunner
. When Fast Gunner stacks reach a multiple of 5, gain Unlimited Ammo for 0.5 seconds
. Consecutive weapon hits on the same target increase Weapon DMG by +4%, stacking up to 20 stacks. Stacks are halved when switching targets
. When remaining bullets exceed 40% of magazine capacity, Attack +60%","[""When the weapon hits, there is a 40% chance to trigger Fast Gunner"","". When Fast Gunner stacks reach a multiple of 5, gain Unlimited Ammo for 0.5 seconds"","". Consecutive weapon hits on the same target increase Weapon DMG by +4%, stacking up to 20 stacks. Stacks are halved when switching targets"","". When remaining bullets exceed 40% of magazine capacity, Attack +60%""]","[{""critDamagePercent"":30,""critRatePercent"":8,""tier"":1,""weakspotDamagePercent"":35},{""critDamagePercent"":30,""critRatePercent"":8,""tier"":2,""weakspotDamagePercent"":35},{""critDamagePercent"":30,""critRatePercent"":8,""tier"":3,""weakspotDamagePercent"":35},{""critDamagePercent"":30,""critRatePercent"":8,""tier"":4,""weakspotDamagePercent"":35},{""critDamagePercent"":30,""critRatePercent"":8,""tier"":5,""weakspotDamagePercent"":35}]","MG4 - Predator
Legendary
|
Operator
Crit Rate +8.0%
Crit DMG +30.0%
Weakspot DMG +35.0%"
MPS5 - Kumawink,Legendary,Stranger,8,30,55,13321301,https://wikily.gg/once-human/weapon-blueprints/13321301/,https://img.wikily.gg/unsafe/w:992/aHR0cHM6Ly9yMi53aWtpbHkuZ2cvaW1hZ2VzL29uY2UtaHVtYW4vaWNvbnMvaWNvbl92NF9ibHVlcHJpbnRfc21nX21wNV9zcl8wMS53ZWJw,MPS5 - Kumawink,"When the weapon hits a target, there is a 25% chance to trigger Bounce.
When Bounce hits, triggers a ricochet, dealing 100% of Bounce damage to the target that triggered Bounce.
After reloading, can additionally trigger 1 instances of Bounce when Bounce is activated, lasting 6 seconds. Removed upon weapon swap.
Bounce damage multiplier +75%, single Bounce target +3.","[""When the weapon hits a target, there is a 25% chance to trigger Bounce."",""When Bounce hits, triggers a ricochet, dealing 100% of Bounce damage to the target that triggered Bounce."",""After reloading, can additionally trigger 1 instances of Bounce when Bounce is activated, lasting 6 seconds. Removed upon weapon swap."",""Bounce damage multiplier +75%, single Bounce target +3.""]","[{""critDamagePercent"":30,""critRatePercent"":8,""tier"":1,""weakspotDamagePercent"":55},{""critDamagePercent"":30,""critRatePercent"":8,""tier"":2,""weakspotDamagePercent"":55},{""critDamagePercent"":30,""critRatePercent"":8,""tier"":3,""weakspotDamagePercent"":55},{""critDamagePercent"":30,""critRatePercent"":8,""tier"":4,""weakspotDamagePercent"":55},{""critDamagePercent"":30,""critRatePercent"":8,""tier"":5,""weakspotDamagePercent"":55}]","MPS5 - Kumawink
Legendary
|
Stranger
Crit Rate +8.0%
Crit DMG +30.0%
Weakspot DMG +55.0%"
MPS5 - Primal Rage,Legendary,Juggernaut,8,30,55,13323401,https://wikily.gg/once-human/weapon-blueprints/13323401/,https://img.wikily.gg/unsafe/w:992/aHR0cHM6Ly9yMi53aWtpbHkuZ2cvaW1hZ2VzL29uY2UtaHVtYW4vaWNvbnMvaWNvbl92NF9lcXVpcF9ibHVlcHJpbnRfc21nX21wNV9zc3JfMDIud2VicA,MPS5 - Primal Rage,"When a weapon hits a target, there is a 35% chance to trigger Fast Gunner
, consuming 1% of max HP. When the current magazine has 1 bullets remaining, shoot reserve ammo (non-lethal)
. When a weapon hits a target, restore 0.1%*Fast Gunner stacks of lost HP
. When HP changes by 1%, weapon DMG increases by +1% for 5 seconds. Each stack has an independent timer and can stack up to 80 stacks.","[""When a weapon hits a target, there is a 35% chance to trigger Fast Gunner"","", consuming 1% of max HP. When the current magazine has 1 bullets remaining, shoot reserve ammo (non-lethal)"","". When a weapon hits a target, restore 0.1%*Fast Gunner stacks of lost HP"","". When HP changes by 1%, weapon DMG increases by +1% for 5 seconds. Each stack has an independent timer and can stack up to 80 stacks.""]","[{""critDamagePercent"":30,""critRatePercent"":8,""tier"":1,""weakspotDamagePercent"":55},{""critDamagePercent"":30,""critRatePercent"":8,""tier"":2,""weakspotDamagePercent"":55},{""critDamagePercent"":30,""critRatePercent"":8,""tier"":3,""weakspotDamagePercent"":55},{""critDamagePercent"":30,""critRatePercent"":8,""tier"":4,""weakspotDamagePercent"":55},{""critDamagePercent"":30,""critRatePercent"":8,""tier"":5,""weakspotDamagePercent"":55}]","MPS5 - Primal Rage
Legendary
|
Juggernaut
Crit Rate +8.0%
Crit DMG +30.0%
Weakspot DMG +55.0%"
MPS7 - Outer Space,Legendary,Stranger,8,30,50,13333401,https://wikily.gg/once-human/weapon-blueprints/13333401/,https://img.wikily.gg/unsafe/w:992/aHR0cHM6Ly9yMi53aWtpbHkuZ2cvaW1hZ2VzL29uY2UtaHVtYW4vaWNvbnMvaWNvbl92NF9ibHVlcHJpbnRfc21nX21wN19zc3JfMDMud2VicA,MPS7 - Outer Space,,[],[],"MPS7 - Outer Space
Legendary
|
Stranger
Crit Rate +8.0%
Crit DMG +30.0%
Weakspot DMG +50.0%"
P90 - Holographic Resonance,Legendary,Operator,8,45,30,13341496,https://wikily.gg/once-human/weapon-blueprints/13341496/,https://img.wikily.gg/unsafe/w:992/aHR0cHM6Ly9yMi53aWtpbHkuZ2cvaW1hZ2VzL29uY2UtaHVtYW4vaWNvbnMvaWNvbl92NF9ibHVlcHJpbnRfc21nX3A5MF9zc3JfMDEud2VicA,P90 - Holographic Resonance,,[],"[{""critDamagePercent"":45,""critRatePercent"":8,""tier"":1,""weakspotDamagePercent"":30}]","P90 - Holographic Resonance
Legendary
|
Operator
Crit Rate +8.0%
Crit DMG +45.0%
Weakspot DMG +30.0%"
PDW90 - Holographic Resonance,Legendary,Operator,8,45,30,13341401,https://wikily.gg/once-human/weapon-blueprints/13341401/,https://img.wikily.gg/unsafe/w:992/aHR0cHM6Ly9yMi53aWtpbHkuZ2cvaW1hZ2VzL29uY2UtaHVtYW4vaWNvbnMvaWNvbl92NF9ibHVlcHJpbnRfc21nX3A5MF9zc3JfMDEud2VicA,PDW90 - Holographic Resonance,"On hit, 20% chance to apply The Bull's Eye
Every 12 hits, triggers AoE DMG dealing Weapon DMG equal to 800% to enemies within an 8008 radius (damage against Metas 30%)
When hitting targets with The Bull's Eye with AoE DMG, reloads 3% ammo, up to 15% per instance
Crit Rate +20% targets under The Bull's Eye status.","[""On hit, 20% chance to apply The Bull's Eye"",""Every 12 hits, triggers AoE DMG dealing Weapon DMG equal to 800% to enemies within an 8008 radius (damage against Metas 30%)"",""When hitting targets with The Bull's Eye with AoE DMG, reloads 3% ammo, up to 15% per instance"",""Crit Rate +20% targets under The Bull's Eye status.""]","[{""critDamagePercent"":45,""critRatePercent"":8,""tier"":1,""weakspotDamagePercent"":30},{""critDamagePercent"":45,""critRatePercent"":8,""tier"":2,""weakspotDamagePercent"":30},{""critDamagePercent"":45,""critRatePercent"":8,""tier"":3,""weakspotDamagePercent"":30},{""critDamagePercent"":45,""critRatePercent"":8,""tier"":4,""weakspotDamagePercent"":30},{""critDamagePercent"":45,""critRatePercent"":8,""tier"":5,""weakspotDamagePercent"":30}]","PDW90 - Holographic Resonance
Legendary
|
Operator
Crit Rate +8.0%
Crit DMG +45.0%
Weakspot DMG +30.0%"
R500 - Memento,Legendary,Operator,4,25,65,13122301,https://wikily.gg/once-human/weapon-blueprints/13122301/,https://img.wikily.gg/unsafe/w:992/aHR0cHM6Ly9yMi53aWtpbHkuZ2cvaW1hZ2VzL29uY2UtaHVtYW4vaWNvbnMvaWNvbl92NF9ibHVlcHJpbnRfcHRfc3c1MDBfc3JfMDIud2VicA,R500 - Memento,,[],[],"R500 - Memento
Legendary
|
Operator
Crit Rate +4.0%
Crit DMG +25.0%
Weakspot DMG +65.0%"
